"","line_num","Cruise","Event","DateTime","Lat","Lon","Mode","OnEffort","EffortDot","EffType","SpdKt","Bft","SegID"
"4141",414,1706,"*",2017-07-29 15:56:10,20.6986666666667,-160.448166666667,"C",TRUE,TRUE,"N",9.5,4,4
"4151",415,1706,"*",2017-07-29 15:58:10,20.694,-160.445,"C",TRUE,TRUE,"N",9.5,4,4
"4161",416,1706,"*",2017-07-29 16:00:10,20.6891666666667,-160.442166666667,"C",TRUE,TRUE,"N",9.5,4,4
"4171",417,1706,"P",2017-07-29 16:00:10,20.6891666666667,-160.442166666667,"C",TRUE,TRUE,"N",9.5,4,4
"4181",418,1706,"V",2017-07-29 16:00:10,20.6891666666667,-160.442166666667,"C",TRUE,TRUE,"N",9.5,4,4
"4191",419,1706,"N",2017-07-29 16:00:10,20.6891666666667,-160.442166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4201",420,1706,"W",2017-07-29 16:00:10,20.6891666666667,-160.442166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4211",421,1706,"*",2017-07-29 16:02:10,20.684,-160.439666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4221",422,1706,"*",2017-07-29 16:04:10,20.679,-160.437,"C",TRUE,TRUE,"N",10.1,4,4
"4231",423,1706,"*",2017-07-29 16:06:10,20.674,-160.434333333333,"C",TRUE,TRUE,"N",10.1,4,4
"4241",424,1706,"*",2017-07-29 16:08:10,20.669,-160.432,"C",TRUE,TRUE,"N",10.1,4,4
"4251",425,1706,"*",2017-07-29 16:10:10,20.664,-160.429666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4261",426,1706,"*",2017-07-29 16:12:10,20.6588333333333,-160.427166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4271",427,1706,"*",2017-07-29 16:14:10,20.6538333333333,-160.424666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4281",428,1706,"*",2017-07-29 16:16:10,20.6488333333333,-160.422333333333,"C",TRUE,TRUE,"N",10.1,4,4
"4291",429,1706,"*",2017-07-29 16:18:10,20.644,-160.42,"C",TRUE,TRUE,"N",10.1,4,4
"4301",430,1706,"*",2017-07-29 16:20:10,20.6388333333333,-160.4175,"C",TRUE,TRUE,"N",10.1,4,4
"4311",431,1706,"*",2017-07-29 16:22:10,20.6338333333333,-160.415166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4321",432,1706,"*",2017-07-29 16:24:10,20.629,-160.413,"C",TRUE,TRUE,"N",10.1,4,4
"4331",433,1706,"*",2017-07-29 16:26:10,20.624,-160.4105,"C",TRUE,TRUE,"N",10.1,4,4
"4341",434,1706,"*",2017-07-29 16:28:10,20.619,-160.408166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4351",435,1706,"*",2017-07-29 16:30:10,20.6141666666667,-160.405666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4361",436,1706,"*",2017-07-29 16:32:10,20.6091666666667,-160.403333333333,"C",TRUE,TRUE,"N",10.1,4,4
"4371",437,1706,"*",2017-07-29 16:34:10,20.6045,-160.400833333333,"C",TRUE,TRUE,"N",10.1,4,4
"4381",438,1706,"*",2017-07-29 16:36:10,20.5995,-160.398166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4391",439,1706,"*",2017-07-29 16:38:10,20.5945,-160.395666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4401",440,1706,"*",2017-07-29 16:40:10,20.5896666666667,-160.393166666667,"C",TRUE,TRUE,"N",10.1,4,4
"4411",441,1706,"P",2017-07-29 16:40:35,20.5886666666667,-160.392666666667,"C",TRUE,TRUE,"N",10.1,4,4
"4421",442,1706,"V",2017-07-29 16:40:35,20.5886666666667,-160.392666666667,"C",TRUE,TRUE,"N",10.1,5,4
"4431",443,1706,"N",2017-07-29 16:40:35,20.5886666666667,-160.392666666667,"C",TRUE,TRUE,"N",9.6,5,4
"4441",444,1706,"W",2017-07-29 16:40:35,20.5886666666667,-160.392666666667,"C",TRUE,TRUE,"N",9.6,5,4
"4451",445,1706,"*",2017-07-29 16:42:10,20.5848333333333,-160.390666666667,"C",TRUE,TRUE,"N",9.6,5,4
"4461",446,1706,"*",2017-07-29 16:44:10,20.5798333333333,-160.388166666667,"C",TRUE,TRUE,"N",9.6,5,4
"4471",447,1706,"*",2017-07-29 16:46:10,20.575,-160.385333333333,"C",TRUE,TRUE,"N",9.6,5,4
"4481",448,1706,"*",2017-07-29 16:48:10,20.57,-160.382833333333,"C",TRUE,TRUE,"N",9.6,5,4
"4491",449,1706,"*",2017-07-29 16:50:10,20.565,-160.380166666667,"C",TRUE,TRUE,"N",9.6,5,4
"4501",450,1706,"*",2017-07-29 16:52:10,20.5601666666667,-160.3775,"C",TRUE,TRUE,"N",9.6,5,4
"4511",451,1706,"*",2017-07-29 16:54:10,20.5553333333333,-160.375,"C",TRUE,TRUE,"N",9.6,5,4
"4521",452,1706,"*",2017-07-29 16:56:10,20.5505,-160.3725,"C",TRUE,TRUE,"N",9.6,5,4
"4531",453,1706,"*",2017-07-29 16:58:10,20.5456666666667,-160.37,"C",TRUE,TRUE,"N",9.6,5,4
"4541",454,1706,"P",2017-07-29 16:59:25,20.5426666666667,-160.3685,"C",TRUE,TRUE,"N",9.6,5,4
"4551",455,1706,"V",2017-07-29 16:59:25,20.5426666666667,-160.3685,"C",TRUE,TRUE,"N",9.6,5,4
"4561",456,1706,"N",2017-07-29 16:59:25,20.5426666666667,-160.3685,"C",TRUE,TRUE,"N",9.8,5,4
"4571",457,1706,"W",2017-07-29 16:59:25,20.5426666666667,-160.3685,"C",TRUE,TRUE,"N",9.8,5,4
"4581",458,1706,"*",2017-07-29 17:00:10,20.5406666666667,-160.3675,"C",TRUE,TRUE,"N",9.8,5,4
"4591",459,1706,"*",2017-07-29 17:02:10,20.5358333333333,-160.365,"C",TRUE,TRUE,"N",9.8,5,4
"4601",460,1706,"*",2017-07-29 17:04:10,20.5308333333333,-160.362333333333,"C",TRUE,TRUE,"N",9.8,5,4
"4611",461,1706,"*",2017-07-29 17:06:10,20.5258333333333,-160.359833333333,"C",TRUE,TRUE,"N",9.8,5,4
"4621",462,1706,"*",2017-07-29 17:08:10,20.5208333333333,-160.357166666667,"C",TRUE,TRUE,"N",9.8,5,4
"4631",463,1706,"*",2017-07-29 17:10:10,20.5158333333333,-160.354666666667,"C",TRUE,TRUE,"N",9.8,5,4
"4641",464,1706,"*",2017-07-29 17:12:10,20.5108333333333,-160.352166666667,"C",TRUE,TRUE,"N",9.8,5,4
"4651",465,1706,"*",2017-07-29 17:14:10,20.5056666666667,-160.349666666667,"C",TRUE,TRUE,"N",9.8,5,4
"4661",466,1706,"*",2017-07-29 17:16:10,20.5005,-160.347333333333,"C",TRUE,TRUE,"N",9.8,5,4
"4671",467,1706,"P",2017-07-29 17:16:18,20.5001666666667,-160.347166666667,"C",TRUE,TRUE,"N",9.8,5,4
"4681",468,1706,"V",2017-07-29 17:16:18,20.5001666666667,-160.347166666667,"C",TRUE,TRUE,"N",9.8,5,4
"4691",469,1706,"N",2017-07-29 17:16:18,20.5001666666667,-160.347166666667,"C",TRUE,TRUE,"N",10.1,5,4
"4701",470,1706,"W",2017-07-29 17:16:18,20.5001666666667,-160.347166666667,"C",TRUE,TRUE,"N",10.1,5,4
"4711",471,1706,"*",2017-07-29 17:18:10,20.4953333333333,-160.344833333333,"C",TRUE,TRUE,"N",10.1,5,4
"4721",472,1706,"*",2017-07-29 17:20:15,20.49,-160.342166666667,"C",TRUE,TRUE,"N",10.1,5,4
"4731",473,1706,"P",2017-07-29 17:21:36,20.4865,-160.3405,"C",TRUE,TRUE,"N",10.1,5,4
"4741",474,1706,"V",2017-07-29 17:21:36,20.4865,-160.3405,"C",TRUE,TRUE,"N",10.1,6,4
"4751",475,1706,"N",2017-07-29 17:21:36,20.4865,-160.3405,"C",TRUE,TRUE,"N",10.2,6,4
"4761",476,1706,"W",2017-07-29 17:21:36,20.4865,-160.3405,"C",TRUE,TRUE,"N",10.2,6,4
"4771",477,1706,"*",2017-07-29 17:22:15,20.4848333333333,-160.339833333333,"C",TRUE,TRUE,"N",10.2,6,4
"4781",478,1706,"*",2017-07-29 17:24:15,20.4796666666667,-160.337166666667,"C",TRUE,TRUE,"N",10.2,6,4
"4791",479,1706,"*",2017-07-29 17:26:15,20.4746666666667,-160.334666666667,"C",TRUE,TRUE,"N",10.2,6,4
"4801",480,1706,"P",2017-07-29 17:26:26,20.4741666666667,-160.3345,"C",TRUE,TRUE,"N",10.2,6,4
"4811",481,1706,"V",2017-07-29 17:26:26,20.4741666666667,-160.3345,"C",TRUE,TRUE,"N",10.2,6,4
"4821",482,1706,"N",2017-07-29 17:26:26,20.4741666666667,-160.3345,"C",TRUE,TRUE,"N",10.1,6,4
"4831",483,1706,"W",2017-07-29 17:26:26,20.4741666666667,-160.3345,"C",TRUE,TRUE,"N",10.1,6,4
"4841",484,1706,"*",2017-07-29 17:28:15,20.4695,-160.332166666667,"C",TRUE,TRUE,"N",10.1,6,4
"4851",485,1706,"*",2017-07-29 17:30:15,20.4643333333333,-160.329666666667,"C",TRUE,TRUE,"N",10.1,6,4
"4861",486,1706,"*",2017-07-29 17:32:15,20.4591666666667,-160.327166666667,"C",TRUE,TRUE,"N",10.1,6,4
"4871",487,1706,"*",2017-07-29 17:34:15,20.4541666666667,-160.324666666667,"C",TRUE,TRUE,"N",10.1,6,4
"4881",488,1706,"*",2017-07-29 17:36:15,20.449,-160.322333333333,"C",TRUE,TRUE,"N",10.1,6,4
"4891",489,1706,"*",2017-07-29 17:38:15,20.444,-160.319833333333,"C",TRUE,TRUE,"N",10.1,6,4
"4901",490,1706,"*",2017-07-29 17:40:15,20.4388333333333,-160.317166666667,"C",TRUE,TRUE,"N",10.1,6,4
"491",491,1706,"*",2017-07-29 17:42:15,20.4338333333333,-160.314666666667,"C",TRUE,TRUE,"N",10.1,6,4
"4921",492,1706,"*",2017-07-29 17:44:15,20.4288333333333,-160.312166666667,"C",TRUE,TRUE,"N",10.1,6,4
"4931",493,1706,"*",2017-07-29 17:46:15,20.4238333333333,-160.309666666667,"C",TRUE,TRUE,"N",10.1,6,4
"4941",494,1706,"*",2017-07-29 17:48:15,20.4186666666667,-160.307166666667,"C",TRUE,TRUE,"N",10.1,6,4
"4951",495,1706,"V",2017-07-29 17:48:29,20.4181666666667,-160.306833333333,"C",TRUE,TRUE,"N",10.1,5,4
"4961",496,1706,"*",2017-07-29 17:50:15,20.4138333333333,-160.304666666667,"C",TRUE,TRUE,"N",10.1,5,4
"4971",497,1706,"*",2017-07-29 17:52:15,20.4086666666667,-160.302,"C",TRUE,TRUE,"N",10.1,5,4
"4981",498,1706,"*",2017-07-29 17:54:15,20.4036666666667,-160.2995,"C",TRUE,TRUE,"N",10.1,5,4
"4991",499,1706,"*",2017-07-29 17:56:15,20.3986666666667,-160.296833333333,"C",TRUE,TRUE,"N",10.1,5,4
"5001",500,1706,"*",2017-07-29 17:58:15,20.3936666666667,-160.294166666667,"C",TRUE,TRUE,"N",10.1,5,4
"5011",501,1706,"*",2017-07-29 18:00:15,20.3885,-160.291666666667,"C",TRUE,TRUE,"N",10.1,5,4
"5021",502,1706,"P",2017-07-29 18:00:29,20.388,-160.291333333333,"C",TRUE,TRUE,"N",10.1,5,4
"5031",503,1706,"V",2017-07-29 18:00:29,20.388,-160.291333333333,"C",TRUE,TRUE,"N",10.1,5,4
"5041",504,1706,"N",2017-07-29 18:00:29,20.388,-160.291333333333,"C",TRUE,TRUE,"N",10,5,4
"5051",505,1706,"W",2017-07-29 18:00:29,20.388,-160.291333333333,"C",TRUE,TRUE,"N",10,5,4
"506",506,1706,"*",2017-07-29 18:02:15,20.3835,-160.289166666667,"C",TRUE,TRUE,"N",10,5,4
"507",507,1706,"*",2017-07-29 18:04:15,20.3785,-160.286666666667,"C",TRUE,TRUE,"N",10,5,4
"508",508,1706,"*",2017-07-29 18:06:15,20.3733333333333,-160.284166666667,"C",TRUE,TRUE,"N",10,5,4
"509",509,1706,"*",2017-07-29 18:08:15,20.3681666666667,-160.281666666667,"C",TRUE,TRUE,"N",10,5,4
"510",510,1706,"*",2017-07-29 18:10:15,20.363,-160.279166666667,"C",TRUE,TRUE,"N",10,5,4
"511",511,1706,"*",2017-07-29 18:12:15,20.3578333333333,-160.276666666667,"C",TRUE,TRUE,"N",10,5,4
"512",512,1706,"X",2017-07-29 18:12:21,20.3576666666667,-160.2765,"C",TRUE,TRUE,"N",10,5,4
"514",514,1706,"*",2017-07-29 18:14:15,20.3528333333333,-160.274166666667,"C",TRUE,TRUE,"N",10,5,4
"515",515,1706,"E",2017-07-29 18:15:53,20.3486666666667,-160.272166666667,"C",TRUE,TRUE,"N",10,5,4
"5271",527,1706,"R",2017-07-29 18:33:23,20.3046666666667,-160.25,"C",TRUE,TRUE,"N",NA,NA,5
"5281",528,1706,"P",2017-07-29 18:33:23,20.3046666666667,-160.25,"C",TRUE,TRUE,"N",NA,NA,5
"5291",529,1706,"V",2017-07-29 18:33:23,20.3046666666667,-160.25,"C",TRUE,TRUE,"N",NA,5,5
"5301",530,1706,"N",2017-07-29 18:33:23,20.3046666666667,-160.25,"C",TRUE,TRUE,"N",9.8,5,5
"5311",531,1706,"W",2017-07-29 18:33:23,20.3046666666667,-160.25,"C",TRUE,TRUE,"N",9.8,5,5
"5321",532,1706,"*",2017-07-29 18:34:16,20.3023333333333,-160.248833333333,"C",TRUE,TRUE,"N",9.8,5,5
"5331",533,1706,"*",2017-07-29 18:36:16,20.2973333333333,-160.246333333333,"C",TRUE,TRUE,"N",9.8,5,5
"5341",534,1706,"*",2017-07-29 18:38:16,20.2923333333333,-160.243833333333,"C",TRUE,TRUE,"N",9.8,5,5
"5351",535,1706,"P",2017-07-29 18:40:00,20.2878333333333,-160.241666666667,"C",TRUE,TRUE,"N",9.8,5,5
"5361",536,1706,"V",2017-07-29 18:40:00,20.2878333333333,-160.241666666667,"C",TRUE,TRUE,"N",9.8,5,5
"5371",537,1706,"N",2017-07-29 18:40:00,20.2878333333333,-160.241666666667,"C",TRUE,TRUE,"N",10.1,5,5
"5381",538,1706,"W",2017-07-29 18:40:00,20.2878333333333,-160.241666666667,"C",TRUE,TRUE,"N",10.1,5,5
"5391",539,1706,"*",2017-07-29 18:40:16,20.2871666666667,-160.2415,"C",TRUE,TRUE,"N",10.1,5,5
"540",540,1706,"*",2017-07-29 18:42:16,20.2821666666667,-160.238833333333,"C",TRUE,TRUE,"N",10.1,5,5
"542",542,1706,"*",2017-07-29 18:44:16,20.277,-160.2365,"C",TRUE,TRUE,"N",10.1,5,5
"543",543,1706,"*",2017-07-29 18:46:16,20.272,-160.234,"C",TRUE,TRUE,"N",10.1,5,5
"544",544,1706,"*",2017-07-29 18:48:16,20.2668333333333,-160.2315,"C",TRUE,TRUE,"N",10.1,5,5
"5451",545,1706,"*",2017-07-29 18:50:16,20.2618333333333,-160.229,"C",TRUE,TRUE,"N",10.1,5,5
"5461",546,1706,"*",2017-07-29 18:52:16,20.2566666666667,-160.226666666667,"C",TRUE,TRUE,"N",10.1,5,5
"5471",547,1706,"*",2017-07-29 18:54:16,20.2516666666667,-160.224166666667,"C",TRUE,TRUE,"N",10.1,5,5
"5481",548,1706,"*",2017-07-29 18:56:16,20.2466666666667,-160.2215,"C",TRUE,TRUE,"N",10.1,5,5
"5491",549,1706,"*",2017-07-29 18:58:16,20.2415,-160.219,"C",TRUE,TRUE,"N",10.1,5,5
"5501",550,1706,"E",2017-07-29 18:59:42,20.2378333333333,-160.217166666667,"C",TRUE,TRUE,"N",10.1,5,5
"23",23,1706,"R",2017-07-30 06:42:40,18.7453333333333,-159.488,"C",TRUE,TRUE,"N",NA,NA,1
"24",24,1706,"P",2017-07-30 06:42:40,18.7453333333333,-159.488,"C",TRUE,TRUE,"N",NA,NA,1
"25",25,1706,"V",2017-07-30 06:42:40,18.7453333333333,-159.488,"C",TRUE,TRUE,"N",NA,5,1
"26",26,1706,"N",2017-07-30 06:42:40,18.7453333333333,-159.488,"C",TRUE,TRUE,"N",10.1,5,1
"27",27,1706,"W",2017-07-30 06:42:40,18.7453333333333,-159.488,"C",TRUE,TRUE,"N",10.1,5,1
"28",28,1706,"*",2017-07-30 06:44:04,18.7473333333333,-159.491666666667,"C",TRUE,TRUE,"N",10.1,5,1
"29",29,1706,"*",2017-07-30 06:46:04,18.75,-159.496666666667,"C",TRUE,TRUE,"N",10.1,5,1
"30",30,1706,"*",2017-07-30 06:48:04,18.7526666666667,-159.501833333333,"C",TRUE,TRUE,"N",10.1,5,1
"31",31,1706,"*",2017-07-30 06:50:04,18.7551666666667,-159.507,"C",TRUE,TRUE,"N",10.1,5,1
"32",32,1706,"*",2017-07-30 06:52:04,18.7576666666667,-159.512166666667,"C",TRUE,TRUE,"N",10.1,5,1
"33",33,1706,"*",2017-07-30 06:54:04,18.7601666666667,-159.517333333333,"C",TRUE,TRUE,"N",10.1,5,1
"34",34,1706,"*",2017-07-30 06:56:04,18.7625,-159.522666666667,"C",TRUE,TRUE,"N",10.1,5,1
"35",35,1706,"*",2017-07-30 06:58:04,18.765,-159.528,"C",TRUE,TRUE,"N",10.1,5,1
"36",36,1706,"*",2017-07-30 07:00:04,18.7675,-159.533333333333,"C",TRUE,TRUE,"N",10.1,5,1
"37",37,1706,"*",2017-07-30 07:02:04,18.77,-159.538666666667,"C",TRUE,TRUE,"N",10.1,5,1
"38",38,1706,"*",2017-07-30 07:04:04,18.7725,-159.544166666667,"C",TRUE,TRUE,"N",10.1,5,1
"39",39,1706,"*",2017-07-30 07:06:04,18.7748333333333,-159.549333333333,"C",TRUE,TRUE,"N",10.1,5,1
"40",40,1706,"*",2017-07-30 07:08:04,18.7773333333333,-159.554833333333,"C",TRUE,TRUE,"N",10.1,5,1
"41",41,1706,"*",2017-07-30 07:10:04,18.7798333333333,-159.560166666667,"C",TRUE,TRUE,"N",10.1,5,1
"42",42,1706,"*",2017-07-30 07:12:04,18.7823333333333,-159.565333333333,"C",TRUE,TRUE,"N",10.1,5,1
"43",43,1706,"*",2017-07-30 07:14:04,18.7848333333333,-159.570666666667,"C",TRUE,TRUE,"N",10.1,5,1
"44",44,1706,"*",2017-07-30 07:16:04,18.7876666666667,-159.575833333333,"C",TRUE,TRUE,"N",10.1,5,1
"45",45,1706,"*",2017-07-30 07:18:04,18.7903333333333,-159.580666666667,"C",TRUE,TRUE,"N",10.1,5,1
"46",46,1706,"*",2017-07-30 07:20:04,18.7931666666667,-159.585666666667,"C",TRUE,TRUE,"N",10.1,5,1
"47",47,1706,"P",2017-07-30 07:20:10,18.7933333333333,-159.586,"C",TRUE,TRUE,"N",10.1,5,1
"48",48,1706,"V",2017-07-30 07:20:10,18.7933333333333,-159.586,"C",TRUE,TRUE,"N",10.1,5,1
"49",49,1706,"N",2017-07-30 07:20:10,18.7933333333333,-159.586,"C",TRUE,TRUE,"N",10,5,1
"50",50,1706,"W",2017-07-30 07:20:10,18.7933333333333,-159.586,"C",TRUE,TRUE,"N",10,5,1
"51",51,1706,"*",2017-07-30 07:22:04,18.796,-159.590666666667,"C",TRUE,TRUE,"N",10,5,1
"52",52,1706,"*",2017-07-30 07:24:04,18.799,-159.595666666667,"C",TRUE,TRUE,"N",10,5,1
"53",53,1706,"*",2017-07-30 07:26:04,18.802,-159.6005,"C",TRUE,TRUE,"N",10,5,1
"54",54,1706,"*",2017-07-30 07:28:04,18.8048333333333,-159.6055,"C",TRUE,TRUE,"N",10,5,1
"55",55,1706,"*",2017-07-30 07:30:04,18.808,-159.610333333333,"C",TRUE,TRUE,"N",10,5,1
"56",56,1706,"*",2017-07-30 07:32:04,18.811,-159.615166666667,"C",TRUE,TRUE,"N",10,5,1
"57",57,1706,"*",2017-07-30 07:34:04,18.8143333333333,-159.62,"C",TRUE,TRUE,"N",10,5,1
"58",58,1706,"*",2017-07-30 07:36:04,18.8178333333333,-159.6245,"C",TRUE,TRUE,"N",10,5,1
"59",59,1706,"*",2017-07-30 07:38:04,18.8211666666667,-159.629,"C",TRUE,TRUE,"N",10,5,1
"60",60,1706,"*",2017-07-30 07:40:04,18.8246666666667,-159.633666666667,"C",TRUE,TRUE,"N",10,5,1
"61",61,1706,"*",2017-07-30 07:42:04,18.8276666666667,-159.638333333333,"C",TRUE,TRUE,"N",10,5,1
"62",62,1706,"*",2017-07-30 07:44:04,18.8305,-159.6435,"C",TRUE,TRUE,"N",10,5,1
"63",63,1706,"*",2017-07-30 07:46:04,18.8333333333333,-159.6485,"C",TRUE,TRUE,"N",10,5,1
"64",64,1706,"*",2017-07-30 07:48:04,18.8361666666667,-159.6535,"C",TRUE,TRUE,"N",10,5,1
"65",65,1706,"*",2017-07-30 07:50:04,18.839,-159.6585,"C",TRUE,TRUE,"N",10,5,1
"66",66,1706,"*",2017-07-30 07:52:04,18.8418333333333,-159.663666666667,"C",TRUE,TRUE,"N",10,5,1
"67",67,1706,"W",2017-07-30 07:52:44,18.8428333333333,-159.665333333333,"C",TRUE,TRUE,"N",10,5,1
"68",68,1706,"*",2017-07-30 07:54:04,18.845,-159.6685,"C",TRUE,TRUE,"N",10,5,1
"69",69,1706,"*",2017-07-30 07:56:04,18.848,-159.673333333333,"C",TRUE,TRUE,"N",10,5,1
"70",70,1706,"*",2017-07-30 07:58:04,18.8511666666667,-159.678,"C",TRUE,TRUE,"N",10,5,1
"71",71,1706,"*",2017-07-30 08:00:04,18.8543333333333,-159.682666666667,"C",TRUE,TRUE,"N",10,5,1
"72",72,1706,"P",2017-07-30 08:00:17,18.8546666666667,-159.683166666667,"C",TRUE,TRUE,"N",10,5,1
"73",73,1706,"V",2017-07-30 08:00:17,18.8546666666667,-159.683166666667,"C",TRUE,TRUE,"N",10,5,1
"74",74,1706,"N",2017-07-30 08:00:17,18.8546666666667,-159.683166666667,"C",TRUE,TRUE,"N",9.8,5,1
"75",75,1706,"W",2017-07-30 08:00:17,18.8546666666667,-159.683166666667,"C",TRUE,TRUE,"N",9.8,5,1
"76",76,1706,"*",2017-07-30 08:02:04,18.8573333333333,-159.687333333333,"C",TRUE,TRUE,"N",9.8,5,1
"77",77,1706,"*",2017-07-30 08:04:04,18.8605,-159.692166666667,"C",TRUE,TRUE,"N",9.8,5,1
"78",78,1706,"*",2017-07-30 08:06:04,18.8635,-159.697166666667,"C",TRUE,TRUE,"N",9.8,5,1
"79",79,1706,"*",2017-07-30 08:08:04,18.8663333333333,-159.702166666667,"C",TRUE,TRUE,"N",9.8,5,1
"80",80,1706,"W",2017-07-30 08:08:34,18.8671666666667,-159.703333333333,"C",TRUE,TRUE,"N",9.8,5,1
"81",81,1706,"V",2017-07-30 08:09:47,18.8688333333333,-159.706333333333,"C",TRUE,TRUE,"N",9.8,5,1
"82",82,1706,"*",2017-07-30 08:10:04,18.8693333333333,-159.707166666667,"C",TRUE,TRUE,"N",9.8,5,1
"83",83,1706,"*",2017-07-30 08:12:04,18.8721666666667,-159.712166666667,"C",TRUE,TRUE,"N",9.8,5,1
"84",84,1706,"*",2017-07-30 08:14:04,18.8753333333333,-159.717,"C",TRUE,TRUE,"N",9.8,5,1
"85",85,1706,"*",2017-07-30 08:16:04,18.8785,-159.721833333333,"C",TRUE,TRUE,"N",9.8,5,1
"86",86,1706,"*",2017-07-30 08:18:04,18.8815,-159.726833333333,"C",TRUE,TRUE,"N",9.8,5,1
"87",87,1706,"*",2017-07-30 08:20:04,18.8845,-159.731833333333,"C",TRUE,TRUE,"N",9.8,5,1
"88",88,1706,"*",2017-07-30 08:22:04,18.8873333333333,-159.736833333333,"C",TRUE,TRUE,"N",9.8,5,1
"89",89,1706,"*",2017-07-30 08:24:04,18.8903333333333,-159.742,"C",TRUE,TRUE,"N",9.8,5,1
"90",90,1706,"*",2017-07-30 08:26:04,18.8936666666667,-159.746833333333,"C",TRUE,TRUE,"N",9.8,5,1
"91",91,1706,"*",2017-07-30 08:28:04,18.8968333333333,-159.751666666667,"C",TRUE,TRUE,"N",9.8,5,1
"92",92,1706,"*",2017-07-30 08:30:04,18.9,-159.7565,"C",TRUE,TRUE,"N",9.8,5,1
"93",93,1706,"W",2017-07-30 08:31:58,18.903,-159.760833333333,"C",TRUE,TRUE,"N",9.8,5,1
"94",94,1706,"*",2017-07-30 08:32:04,18.9031666666667,-159.761166666667,"C",TRUE,TRUE,"N",9.8,5,1
"95",95,1706,"*",2017-07-30 08:34:04,18.9063333333333,-159.766,"C",TRUE,TRUE,"N",9.8,5,1
"96",96,1706,"*",2017-07-30 08:36:04,18.9095,-159.770833333333,"C",TRUE,TRUE,"N",9.8,5,1
"97",97,1706,"N",2017-07-30 08:37:46,18.9121666666667,-159.774833333333,"C",TRUE,TRUE,"N",9.6,5,1
"98",98,1706,"W",2017-07-30 08:37:48,18.9123333333333,-159.774833333333,"C",TRUE,TRUE,"N",9.6,5,1
"99",99,1706,"*",2017-07-30 08:38:04,18.9126666666667,-159.7755,"C",TRUE,TRUE,"N",9.6,5,1
"100",100,1706,"*",2017-07-30 08:40:04,18.9156666666667,-159.780333333333,"C",TRUE,TRUE,"N",9.6,5,1
"101",101,1706,"P",2017-07-30 08:41:03,18.9171666666667,-159.782833333333,"C",TRUE,TRUE,"N",9.6,5,1
"102",102,1706,"V",2017-07-30 08:41:03,18.9171666666667,-159.782833333333,"C",TRUE,TRUE,"N",9.6,5,1
"103",103,1706,"N",2017-07-30 08:41:03,18.9171666666667,-159.782833333333,"C",TRUE,TRUE,"N",10,5,1
"104",104,1706,"W",2017-07-30 08:41:03,18.9171666666667,-159.782833333333,"C",TRUE,TRUE,"N",10,5,1
"105",105,1706,"*",2017-07-30 08:42:04,18.9186666666667,-159.785333333333,"C",TRUE,TRUE,"N",10,5,1
"106",106,1706,"*",2017-07-30 08:44:04,18.9216666666667,-159.790166666667,"C",TRUE,TRUE,"N",10,5,1
"107",107,1706,"*",2017-07-30 08:46:04,18.9245,-159.795166666667,"C",TRUE,TRUE,"N",10,5,1
"108",108,1706,"*",2017-07-30 08:48:04,18.9275,-159.800166666667,"C",TRUE,TRUE,"N",10,5,1
"109",109,1706,"*",2017-07-30 08:50:04,18.9305,-159.805,"C",TRUE,TRUE,"N",10,5,1
"110",110,1706,"*",2017-07-30 08:52:04,18.9333333333333,-159.809833333333,"C",TRUE,TRUE,"N",10,5,1
"111",111,1706,"*",2017-07-30 08:54:04,18.9361666666667,-159.814833333333,"C",TRUE,TRUE,"N",10,5,1
"112",112,1706,"*",2017-07-30 08:56:04,18.9391666666667,-159.819666666667,"C",TRUE,TRUE,"N",10,5,1
"113",113,1706,"*",2017-07-30 08:58:04,18.942,-159.824666666667,"C",TRUE,TRUE,"N",10,5,1
"114",114,1706,"*",2017-07-30 09:00:04,18.9448333333333,-159.829666666667,"C",TRUE,TRUE,"N",10,5,1
"115",115,1706,"*",2017-07-30 09:02:04,18.9478333333333,-159.834666666667,"C",TRUE,TRUE,"N",10,5,1
"116",116,1706,"*",2017-07-30 09:04:04,18.9506666666667,-159.839666666667,"C",TRUE,TRUE,"N",10,5,1
"117",117,1706,"*",2017-07-30 09:06:04,18.9536666666667,-159.844666666667,"C",TRUE,TRUE,"N",10,5,1
"118",118,1706,"W",2017-07-30 09:07:55,18.9563333333333,-159.849333333333,"C",TRUE,TRUE,"N",10,5,1
"119",119,1706,"*",2017-07-30 09:08:04,18.9565,-159.849666666667,"C",TRUE,TRUE,"N",10,5,1
"120",120,1706,"*",2017-07-30 09:10:04,18.9596666666667,-159.854333333333,"C",TRUE,TRUE,"N",10,5,1
"121",121,1706,"*",2017-07-30 09:12:04,18.9628333333333,-159.858833333333,"C",TRUE,TRUE,"N",10,5,1
"122",122,1706,"*",2017-07-30 09:14:04,18.966,-159.8635,"C",TRUE,TRUE,"N",10,5,1
