"","line_num","Cruise","Event","DateTime","Lat","Lon","Mode","OnEffort","EffortDot","EffType","SpdKt","Bft","SegID"
"123",123,1706,"*",2017-07-30 09:16:04,18.9691666666667,-159.868166666667,"C",TRUE,TRUE,"N",10,5,1
"124",124,1706,"*",2017-07-30 09:18:04,18.9723333333333,-159.872666666667,"C",TRUE,TRUE,"N",10,5,1
"125",125,1706,"*",2017-07-30 09:20:04,18.9755,-159.877166666667,"C",TRUE,TRUE,"N",10,5,1
"126",126,1706,"P",2017-07-30 09:20:25,18.976,-159.878,"C",TRUE,TRUE,"N",10,5,1
"127",127,1706,"V",2017-07-30 09:20:25,18.976,-159.878,"C",TRUE,TRUE,"N",10,5,1
"128",128,1706,"N",2017-07-30 09:20:25,18.976,-159.878,"C",TRUE,TRUE,"N",9.5,5,1
"129",129,1706,"W",2017-07-30 09:20:25,18.976,-159.878,"C",TRUE,TRUE,"N",9.5,5,1
"130",130,1706,"*",2017-07-30 09:22:04,18.9785,-159.881833333333,"C",TRUE,TRUE,"N",9.5,5,1
"131",131,1706,"*",2017-07-30 09:24:04,18.9815,-159.886333333333,"C",TRUE,TRUE,"N",9.5,5,1
"132",132,1706,"*",2017-07-30 09:26:04,18.9845,-159.891,"C",TRUE,TRUE,"N",9.5,5,1
"133",133,1706,"*",2017-07-30 09:28:04,18.9871666666667,-159.895666666667,"C",TRUE,TRUE,"N",9.5,5,1
"134",134,1706,"*",2017-07-30 09:30:04,18.99,-159.900333333333,"C",TRUE,TRUE,"N",9.5,5,1
"135",135,1706,"*",2017-07-30 09:32:04,18.9928333333333,-159.905,"C",TRUE,TRUE,"N",9.5,5,1
"136",136,1706,"*",2017-07-30 09:34:04,18.9958333333333,-159.909666666667,"C",TRUE,TRUE,"N",9.5,5,1
"137",137,1706,"*",2017-07-30 09:36:04,18.9988333333333,-159.914166666667,"C",TRUE,TRUE,"N",9.5,5,1
"139",139,1706,"N",2017-07-30 09:37:59,19.0025,-159.912666666667,"C",TRUE,TRUE,"N",8.9,5,1
"140",140,1706,"*",2017-07-30 09:38:04,19.0025,-159.912333333333,"C",TRUE,TRUE,"N",8.9,5,1
"141",141,1706,"E",2017-07-30 09:38:04,19.0025,-159.912333333333,"C",TRUE,TRUE,"N",8.9,5,1
"145",145,1706,"R",2017-07-30 09:40:17,19.0051666666667,-159.907166666667,"C",TRUE,TRUE,"N",NA,NA,2
"146",146,1706,"P",2017-07-30 09:40:17,19.0051666666667,-159.907166666667,"C",TRUE,TRUE,"N",NA,NA,2
"147",147,1706,"V",2017-07-30 09:40:17,19.0051666666667,-159.907166666667,"C",TRUE,TRUE,"N",NA,6,2
"148",148,1706,"N",2017-07-30 09:40:17,19.0051666666667,-159.907166666667,"C",TRUE,TRUE,"N",10,6,2
"149",149,1706,"W",2017-07-30 09:40:17,19.0051666666667,-159.907166666667,"C",TRUE,TRUE,"N",10,6,2
"150",150,1706,"*",2017-07-30 09:42:04,19.0073333333333,-159.902833333333,"C",TRUE,TRUE,"N",10,6,2
"152",152,1706,"*",2017-07-30 09:44:04,19.0101666666667,-159.8985,"C",TRUE,TRUE,"N",10,6,2
"153",153,1706,"*",2017-07-30 09:46:04,19.013,-159.894,"C",TRUE,TRUE,"N",10,6,2
"154",154,1706,"*",2017-07-30 09:48:04,19.016,-159.889333333333,"C",TRUE,TRUE,"N",10,6,2
"155",155,1706,"*",2017-07-30 09:50:04,19.019,-159.884666666667,"C",TRUE,TRUE,"N",10,6,2
"156",156,1706,"V",2017-07-30 09:51:40,19.0215,-159.880833333333,"C",TRUE,TRUE,"N",10,6,2
"157",157,1706,"*",2017-07-30 09:52:04,19.0221666666667,-159.879833333333,"C",TRUE,TRUE,"N",10,6,2
"159",159,1706,"*",2017-07-30 09:54:04,19.0251666666667,-159.875166666667,"C",TRUE,TRUE,"N",10,6,2
"160",160,1706,"*",2017-07-30 09:56:04,19.0283333333333,-159.870166666667,"C",TRUE,TRUE,"N",10,6,2
"161",161,1706,"*",2017-07-30 09:58:04,19.0315,-159.865333333333,"C",TRUE,TRUE,"N",10,6,2
"162",162,1706,"*",2017-07-30 10:00:04,19.0345,-159.860333333333,"C",TRUE,TRUE,"N",10,6,2
"163",163,1706,"P",2017-07-30 10:00:25,19.035,-159.8595,"C",TRUE,TRUE,"N",10,6,2
"164",164,1706,"V",2017-07-30 10:00:25,19.035,-159.8595,"C",TRUE,TRUE,"N",10,6,2
"165",165,1706,"N",2017-07-30 10:00:25,19.035,-159.8595,"C",TRUE,TRUE,"N",9.9,6,2
"166",166,1706,"W",2017-07-30 10:00:25,19.035,-159.8595,"C",TRUE,TRUE,"N",9.9,6,2
"167",167,1706,"*",2017-07-30 10:02:04,19.0375,-159.8555,"C",TRUE,TRUE,"N",9.9,6,2
"168",168,1706,"*",2017-07-30 10:04:04,19.0406666666667,-159.850666666667,"C",TRUE,TRUE,"N",9.9,6,2
"169",169,1706,"*",2017-07-30 10:06:04,19.0436666666667,-159.8455,"C",TRUE,TRUE,"N",9.9,6,2
"171",171,1706,"*",2017-07-30 10:08:04,19.0468333333333,-159.840666666667,"C",TRUE,TRUE,"N",9.9,6,2
"172",172,1706,"*",2017-07-30 10:10:04,19.0498333333333,-159.835666666667,"C",TRUE,TRUE,"N",9.9,6,2
"173",173,1706,"*",2017-07-30 10:12:04,19.053,-159.830833333333,"C",TRUE,TRUE,"N",9.9,6,2
"175",175,1706,"*",2017-07-30 10:14:04,19.0561666666667,-159.825833333333,"C",TRUE,TRUE,"N",9.9,6,2
"176",176,1706,"*",2017-07-30 10:16:04,19.0603333333333,-159.822,"C",TRUE,TRUE,"N",9.9,6,2
"177",177,1706,"N",2017-07-30 10:16:26,19.0613333333333,-159.8215,"C",TRUE,TRUE,"N",10.4,6,2
"178",178,1706,"W",2017-07-30 10:16:37,19.0618333333333,-159.821333333333,"C",TRUE,TRUE,"N",10.4,6,2
"179",179,1706,"*",2017-07-30 10:18:04,19.0655,-159.8195,"C",TRUE,TRUE,"N",10.4,6,2
"180",180,1706,"*",2017-07-30 10:20:04,19.0708333333333,-159.817166666667,"C",TRUE,TRUE,"N",10.4,6,2
"181",181,1706,"*",2017-07-30 10:22:04,19.0763333333333,-159.815,"C",TRUE,TRUE,"N",10.4,6,2
"182",182,1706,"W",2017-07-30 10:22:08,19.0765,-159.814833333333,"C",TRUE,TRUE,"N",10.4,6,2
"183",183,1706,"*",2017-07-30 10:24:04,19.0816666666667,-159.812666666667,"C",TRUE,TRUE,"N",10.4,6,2
"184",184,1706,"*",2017-07-30 10:26:04,19.087,-159.810666666667,"C",TRUE,TRUE,"N",10.4,6,2
"185",185,1706,"*",2017-07-30 10:28:04,19.0923333333333,-159.808666666667,"C",TRUE,TRUE,"N",10.4,6,2
"186",186,1706,"W",2017-07-30 10:29:53,19.097,-159.806833333333,"C",TRUE,TRUE,"N",10.4,6,2
"187",187,1706,"*",2017-07-30 10:30:04,19.0975,-159.806666666667,"C",TRUE,TRUE,"N",10.4,6,2
"188",188,1706,"*",2017-07-30 10:32:04,19.1028333333333,-159.804666666667,"C",TRUE,TRUE,"N",10.4,6,2
"189",189,1706,"*",2017-07-30 10:34:04,19.108,-159.802833333333,"C",TRUE,TRUE,"N",10.4,6,2
"190",190,1706,"*",2017-07-30 10:36:04,19.1135,-159.800833333333,"C",TRUE,TRUE,"N",10.4,6,2
"191",191,1706,"*",2017-07-30 10:38:04,19.1186666666667,-159.799,"C",TRUE,TRUE,"N",10.4,6,2
"192",192,1706,"P",2017-07-30 10:38:45,19.1205,-159.798333333333,"C",TRUE,TRUE,"N",10.4,6,2
"193",193,1706,"V",2017-07-30 10:38:45,19.1205,-159.798333333333,"C",TRUE,TRUE,"N",10.4,6,2
"194",194,1706,"N",2017-07-30 10:38:45,19.1205,-159.798333333333,"C",TRUE,TRUE,"N",10,6,2
"195",195,1706,"W",2017-07-30 10:38:45,19.1205,-159.798333333333,"C",TRUE,TRUE,"N",10,6,2
"196",196,1706,"*",2017-07-30 10:40:04,19.124,-159.797,"C",TRUE,TRUE,"N",10,6,2
"197",197,1706,"P",2017-07-30 10:40:50,19.1261666666667,-159.796333333333,"C",TRUE,TRUE,"N",10,6,2
"198",198,1706,"V",2017-07-30 10:40:50,19.1261666666667,-159.796333333333,"C",TRUE,TRUE,"N",10,6,2
"199",199,1706,"N",2017-07-30 10:40:50,19.1261666666667,-159.796333333333,"C",TRUE,TRUE,"N",9.9,6,2
"200",200,1706,"W",2017-07-30 10:40:50,19.1261666666667,-159.796333333333,"C",TRUE,TRUE,"N",9.9,6,2
"201",201,1706,"*",2017-07-30 10:42:04,19.1293333333333,-159.795166666667,"C",TRUE,TRUE,"N",9.9,6,2
"202",202,1706,"*",2017-07-30 10:44:04,19.1346666666667,-159.793333333333,"C",TRUE,TRUE,"N",9.9,6,2
"203",203,1706,"*",2017-07-30 10:46:04,19.14,-159.791333333333,"C",TRUE,TRUE,"N",9.9,6,2
"204",204,1706,"*",2017-07-30 10:48:04,19.1453333333333,-159.7895,"C",TRUE,TRUE,"N",9.9,6,2
"205",205,1706,"*",2017-07-30 10:50:04,19.1506666666667,-159.787666666667,"C",TRUE,TRUE,"N",9.9,6,2
"206",206,1706,"*",2017-07-30 10:52:04,19.156,-159.785833333333,"C",TRUE,TRUE,"N",9.9,6,2
"207",207,1706,"*",2017-07-30 10:54:04,19.1613333333333,-159.783833333333,"C",TRUE,TRUE,"N",9.9,6,2
"208",208,1706,"*",2017-07-30 10:56:04,19.1666666666667,-159.782,"C",TRUE,TRUE,"N",9.9,6,2
"209",209,1706,"*",2017-07-30 10:58:04,19.1721666666667,-159.780166666667,"C",TRUE,TRUE,"N",9.9,6,2
"210",210,1706,"V",2017-07-30 10:58:30,19.1733333333333,-159.779833333333,"C",TRUE,TRUE,"N",9.9,6,2
"211",211,1706,"N",2017-07-30 10:58:30,19.1733333333333,-159.779833333333,"C",TRUE,TRUE,"N",10.2,6,2
"212",212,1706,"W",2017-07-30 10:58:30,19.1733333333333,-159.779833333333,"C",TRUE,TRUE,"N",10.2,6,2
"213",213,1706,"*",2017-07-30 11:00:04,19.1775,-159.778333333333,"C",TRUE,TRUE,"N",10.2,6,2
"214",214,1706,"*",2017-07-30 11:02:04,19.1828333333333,-159.7765,"C",TRUE,TRUE,"N",10.2,6,2
"215",215,1706,"*",2017-07-30 11:04:04,19.1883333333333,-159.7745,"C",TRUE,TRUE,"N",10.2,6,2
"216",216,1706,"*",2017-07-30 11:06:04,19.1938333333333,-159.772666666667,"C",TRUE,TRUE,"N",10.2,6,2
"217",217,1706,"*",2017-07-30 11:08:04,19.1993333333333,-159.770833333333,"C",TRUE,TRUE,"N",10.2,6,2
"218",218,1706,"*",2017-07-30 11:10:04,19.2046666666667,-159.769,"C",TRUE,TRUE,"N",10.2,6,2
"219",219,1706,"*",2017-07-30 11:12:04,19.21,-159.767,"C",TRUE,TRUE,"N",10.2,6,2
"220",220,1706,"*",2017-07-30 11:14:04,19.2155,-159.765166666667,"C",TRUE,TRUE,"N",10.2,6,2
"221",221,1706,"*",2017-07-30 11:16:04,19.2208333333333,-159.763333333333,"C",TRUE,TRUE,"N",10.2,6,2
"222",222,1706,"*",2017-07-30 11:18:04,19.2265,-159.7615,"C",TRUE,TRUE,"N",10.2,6,2
"223",223,1706,"*",2017-07-30 11:20:04,19.2318333333333,-159.759666666667,"C",TRUE,TRUE,"N",10.2,6,2
"224",224,1706,"P",2017-07-30 11:20:56,19.2343333333333,-159.758833333333,"C",TRUE,TRUE,"N",10.2,6,2
"225",225,1706,"V",2017-07-30 11:20:56,19.2343333333333,-159.758833333333,"C",TRUE,TRUE,"N",10.2,5,2
"226",226,1706,"N",2017-07-30 11:20:56,19.2343333333333,-159.758833333333,"C",TRUE,TRUE,"N",10.3,5,2
"227",227,1706,"W",2017-07-30 11:20:56,19.2343333333333,-159.758833333333,"C",TRUE,TRUE,"N",10.3,5,2
"228",228,1706,"*",2017-07-30 11:22:04,19.2373333333333,-159.757833333333,"C",TRUE,TRUE,"N",10.3,5,2
"229",229,1706,"*",2017-07-30 11:24:04,19.2423333333333,-159.755333333333,"C",TRUE,TRUE,"N",10.3,5,2
"231",231,1706,"N",2017-07-30 11:25:52,19.2426666666667,-159.750666666667,"C",TRUE,TRUE,"N",9.4,5,2
"232",232,1706,"W",2017-07-30 11:25:54,19.2426666666667,-159.7505,"C",TRUE,TRUE,"N",9.4,5,2
"233",233,1706,"*",2017-07-30 11:26:04,19.2425,-159.75,"C",TRUE,TRUE,"N",9.4,5,2
"234",234,1706,"*",2017-07-30 11:28:04,19.2418333333333,-159.7445,"C",TRUE,TRUE,"N",9.4,5,2
"235",235,1706,"*",2017-07-30 11:30:04,19.241,-159.739,"C",TRUE,TRUE,"N",9.4,5,2
"236",236,1706,"*",2017-07-30 11:32:04,19.2403333333333,-159.7335,"C",TRUE,TRUE,"N",9.4,5,2
"237",237,1706,"*",2017-07-30 11:34:04,19.2396666666667,-159.727666666667,"C",TRUE,TRUE,"N",9.4,5,2
"238",238,1706,"V",2017-07-30 11:35:51,19.239,-159.7225,"C",TRUE,TRUE,"N",9.4,6,2
"239",239,1706,"*",2017-07-30 11:36:04,19.2388333333333,-159.721833333333,"C",TRUE,TRUE,"N",9.4,6,2
"240",240,1706,"*",2017-07-30 11:38:04,19.2383333333333,-159.716,"C",TRUE,TRUE,"N",9.4,6,2
"241",241,1706,"*",2017-07-30 11:40:04,19.2376666666667,-159.71,"C",TRUE,TRUE,"N",9.4,6,2
"242",242,1706,"*",2017-07-30 11:42:04,19.237,-159.704333333333,"C",TRUE,TRUE,"N",9.4,6,2
"243",243,1706,"*",2017-07-30 11:44:04,19.2363333333333,-159.6985,"C",TRUE,TRUE,"N",9.4,6,2
"244",244,1706,"*",2017-07-30 11:46:04,19.2356666666667,-159.692833333333,"C",TRUE,TRUE,"N",9.4,6,2
"245",245,1706,"*",2017-07-30 11:48:04,19.2348333333333,-159.686833333333,"C",TRUE,TRUE,"N",9.4,6,2
"246",246,1706,"*",2017-07-30 11:50:04,19.2343333333333,-159.681,"C",TRUE,TRUE,"N",9.4,6,2
"247",247,1706,"*",2017-07-30 11:52:04,19.2336666666667,-159.675166666667,"C",TRUE,TRUE,"N",9.4,6,2
"248",248,1706,"*",2017-07-30 11:54:04,19.233,-159.669333333333,"C",TRUE,TRUE,"N",9.4,6,2
"249",249,1706,"*",2017-07-30 11:56:04,19.2325,-159.6635,"C",TRUE,TRUE,"N",9.4,6,2
"250",250,1706,"*",2017-07-30 11:58:04,19.2318333333333,-159.657666666667,"C",TRUE,TRUE,"N",9.4,6,2
"251",251,1706,"*",2017-07-30 12:00:04,19.2313333333333,-159.651833333333,"C",TRUE,TRUE,"N",9.4,6,2
"252",252,1706,"P",2017-07-30 12:00:29,19.2311666666667,-159.650666666667,"C",TRUE,TRUE,"N",9.4,6,2
"253",253,1706,"V",2017-07-30 12:00:29,19.2311666666667,-159.650666666667,"C",TRUE,TRUE,"N",9.4,6,2
"254",254,1706,"N",2017-07-30 12:00:29,19.2311666666667,-159.650666666667,"C",TRUE,TRUE,"N",9,6,2
"255",255,1706,"W",2017-07-30 12:00:29,19.2311666666667,-159.650666666667,"C",TRUE,TRUE,"N",9,6,2
"256",256,1706,"*",2017-07-30 12:02:04,19.2306666666667,-159.646333333333,"C",TRUE,TRUE,"N",9,6,2
"257",257,1706,"*",2017-07-30 12:04:04,19.23,-159.640666666667,"C",TRUE,TRUE,"N",9,6,2
"258",258,1706,"*",2017-07-30 12:06:04,19.2291666666667,-159.635,"C",TRUE,TRUE,"N",9,6,2
"259",259,1706,"*",2017-07-30 12:08:04,19.2286666666667,-159.629333333333,"C",TRUE,TRUE,"N",9,6,2
"260",260,1706,"*",2017-07-30 12:10:04,19.228,-159.6235,"C",TRUE,TRUE,"N",9,6,2
"261",261,1706,"*",2017-07-30 12:12:04,19.2275,-159.617666666667,"C",TRUE,TRUE,"N",9,6,2
"262",262,1706,"*",2017-07-30 12:14:04,19.227,-159.611833333333,"C",TRUE,TRUE,"N",9,6,2
"263",263,1706,"*",2017-07-30 12:16:04,19.2265,-159.606,"C",TRUE,TRUE,"N",9,6,2
"264",264,1706,"V",2017-07-30 12:16:45,19.2263333333333,-159.604166666667,"C",TRUE,TRUE,"N",9,6,2
"265",265,1706,"X",2017-07-30 12:17:48,19.2261666666667,-159.601,"C",TRUE,TRUE,"N",9,6,2
"266",266,1706,"*",2017-07-30 12:18:04,19.2261666666667,-159.600333333333,"C",TRUE,TRUE,"N",9,6,2
"268",268,1706,"*",2017-07-30 12:20:04,19.2256666666667,-159.5945,"C",TRUE,TRUE,"N",9,6,2
"269",269,1706,"F",2017-07-30 12:20:45,19.2255,-159.5925,"C",TRUE,TRUE,"N",9,6,2
"271",271,1706,"*",2017-07-30 12:22:04,19.2253333333333,-159.588833333333,"C",TRUE,TRUE,"N",9,6,2
"272",272,1706,"*",2017-07-30 12:24:04,19.2248333333333,-159.583166666667,"C",TRUE,TRUE,"N",9,6,2
"273",273,1706,"*",2017-07-30 12:26:04,19.2243333333333,-159.5775,"C",TRUE,TRUE,"N",9,6,2
"274",274,1706,"*",2017-07-30 12:28:04,19.224,-159.571833333333,"C",TRUE,TRUE,"N",9,6,2
"275",275,1706,"*",2017-07-30 12:30:04,19.2235,-159.566,"C",TRUE,TRUE,"N",9,6,2
"276",276,1706,"*",2017-07-30 12:32:04,19.223,-159.560166666667,"C",TRUE,TRUE,"N",9,6,2
"277",277,1706,"W",2017-07-30 12:32:58,19.2226666666667,-159.5575,"C",TRUE,TRUE,"N",9,6,2
"279",279,1706,"*",2017-07-30 12:34:04,19.2225,-159.5545,"C",TRUE,TRUE,"N",9,6,2
"280",280,1706,"N",2017-07-30 12:35:49,19.2253333333333,-159.551166666667,"C",TRUE,TRUE,"N",9.9,6,2
"281",281,1706,"*",2017-07-30 12:36:04,19.226,-159.550833333333,"C",TRUE,TRUE,"N",9.9,6,2
"282",282,1706,"W",2017-07-30 12:36:32,19.2273333333333,-159.5505,"C",TRUE,TRUE,"N",9.9,6,2
"283",283,1706,"*",2017-07-30 12:38:04,19.2313333333333,-159.548833333333,"C",TRUE,TRUE,"N",9.9,6,2
"285",285,1706,"*",2017-07-30 12:40:04,19.2361666666667,-159.546,"C",TRUE,TRUE,"N",9.9,6,2
"286",286,1706,"N",2017-07-30 12:40:21,19.2368333333333,-159.5455,"C",TRUE,TRUE,"N",9.8,6,2
"287",287,1706,"P",2017-07-30 12:40:36,19.2373333333333,-159.545166666667,"C",TRUE,TRUE,"N",9.8,6,2
"288",288,1706,"V",2017-07-30 12:40:36,19.2373333333333,-159.545166666667,"C",TRUE,TRUE,"N",9.8,6,2
"289",289,1706,"N",2017-07-30 12:40:36,19.2373333333333,-159.545166666667,"C",TRUE,TRUE,"N",9.9,6,2
"290",290,1706,"W",2017-07-30 12:40:36,19.2373333333333,-159.545166666667,"C",TRUE,TRUE,"N",9.9,6,2
"291",291,1706,"*",2017-07-30 12:42:04,19.2405,-159.542333333333,"C",TRUE,TRUE,"N",9.9,6,2
"292",292,1706,"*",2017-07-30 12:44:04,19.2448333333333,-159.5385,"C",TRUE,TRUE,"N",9.9,6,2
"293",293,1706,"*",2017-07-30 12:46:04,19.2491666666667,-159.534833333333,"C",TRUE,TRUE,"N",9.9,6,2
"294",294,1706,"*",2017-07-30 12:48:04,19.2533333333333,-159.5315,"C",TRUE,TRUE,"N",9.9,6,2
"295",295,1706,"*",2017-07-30 12:50:04,19.2573333333333,-159.528166666667,"C",TRUE,TRUE,"N",9.9,6,2
"296",296,1706,"*",2017-07-30 12:52:04,19.2616666666667,-159.525166666667,"C",TRUE,TRUE,"N",9.9,6,2
"297",297,1706,"*",2017-07-30 12:54:04,19.2665,-159.523,"C",TRUE,TRUE,"N",9.9,6,2
"298",298,1706,"*",2017-07-30 12:56:04,19.2715,-159.521166666667,"C",TRUE,TRUE,"N",9.9,6,2
"300",300,1706,"*",2017-07-30 12:58:04,19.2765,-159.5195,"C",TRUE,TRUE,"N",9.9,6,2
"301",301,1706,"N",2017-07-30 12:58:23,19.2773333333333,-159.5195,"C",TRUE,TRUE,"N",9.4,6,2
"302",302,1706,"W",2017-07-30 12:58:54,19.2786666666667,-159.5195,"C",TRUE,TRUE,"N",9.4,6,2
"303",303,1706,"*",2017-07-30 13:00:04,19.282,-159.519333333333,"C",TRUE,TRUE,"N",9.4,6,2
"304",304,1706,"*",2017-07-30 13:02:04,19.2873333333333,-159.519,"C",TRUE,TRUE,"N",9.4,6,2
"305",305,1706,"*",2017-07-30 13:04:04,19.2928333333333,-159.519166666667,"C",TRUE,TRUE,"N",9.4,6,2
"306",306,1706,"*",2017-07-30 13:06:04,19.2983333333333,-159.519666666667,"C",TRUE,TRUE,"N",9.4,6,2
"307",307,1706,"*",2017-07-30 13:08:04,19.3038333333333,-159.519833333333,"C",TRUE,TRUE,"N",9.4,6,2
"308",308,1706,"*",2017-07-30 13:10:04,19.3091666666667,-159.519833333333,"C",TRUE,TRUE,"N",9.4,6,2
"309",309,1706,"*",2017-07-30 13:12:04,19.3146666666667,-159.519666666667,"C",TRUE,TRUE,"N",9.4,6,2
"311",311,1706,"N",2017-07-30 13:13:03,19.3171666666667,-159.519,"C",TRUE,TRUE,"N",9.4,6,2
"312",312,1706,"*",2017-07-30 13:14:04,19.3198333333333,-159.518166666667,"C",TRUE,TRUE,"N",9.4,6,2
"313",313,1706,"*",2017-07-30 13:16:04,19.325,-159.516666666667,"C",TRUE,TRUE,"N",9.4,6,2
"315",315,1706,"*",2017-07-30 13:18:04,19.3301666666667,-159.515166666667,"C",TRUE,TRUE,"N",9.4,6,2
"316",316,1706,"N",2017-07-30 13:20:03,19.3353333333333,-159.5135,"C",TRUE,TRUE,"N",9.7,6,2
"317",317,1706,"*",2017-07-30 13:20:04,19.3353333333333,-159.5135,"C",TRUE,TRUE,"N",9.7,6,2
"318",318,1706,"P",2017-07-30 13:20:55,19.3375,-159.512833333333,"C",TRUE,TRUE,"N",9.7,6,2
"319",319,1706,"V",2017-07-30 13:20:55,19.3375,-159.512833333333,"C",TRUE,TRUE,"N",9.7,6,2
"320",320,1706,"N",2017-07-30 13:20:55,19.3375,-159.512833333333,"C",TRUE,TRUE,"N",9.8,6,2
"321",321,1706,"W",2017-07-30 13:20:55,19.3375,-159.512833333333,"C",TRUE,TRUE,"N",9.8,6,2
"322",322,1706,"*",2017-07-30 13:22:04,19.3405,-159.512,"C",TRUE,TRUE,"N",9.8,6,2
"323",323,1706,"*",2017-07-30 13:24:04,19.3456666666667,-159.5105,"C",TRUE,TRUE,"N",9.8,6,2
"324",324,1706,"*",2017-07-30 13:26:04,19.3508333333333,-159.509166666667,"C",TRUE,TRUE,"N",9.8,6,2
"325",325,1706,"*",2017-07-30 13:28:04,19.356,-159.507666666667,"C",TRUE,TRUE,"N",9.8,6,2
"326",326,1706,"*",2017-07-30 13:30:04,19.361,-159.5065,"C",TRUE,TRUE,"N",9.8,6,2
"327",327,1706,"*",2017-07-30 13:32:04,19.3661666666667,-159.505,"C",TRUE,TRUE,"N",9.8,6,2
"328",328,1706,"*",2017-07-30 13:34:04,19.3713333333333,-159.503833333333,"C",TRUE,TRUE,"N",9.8,6,2
"330",330,1706,"*",2017-07-30 13:36:04,19.3765,-159.502333333333,"C",TRUE,TRUE,"N",9.8,6,2
"331",331,1706,"N",2017-07-30 13:37:46,19.3771666666667,-159.498333333333,"C",TRUE,TRUE,"N",9,6,2
"332",332,1706,"*",2017-07-30 13:38:04,19.377,-159.497666666667,"C",TRUE,TRUE,"N",9,6,2
"333",333,1706,"N",2017-07-30 13:38:32,19.3768333333333,-159.496333333333,"C",TRUE,TRUE,"N",8.8,6,2
"334",334,1706,"*",2017-07-30 13:40:04,19.3765,-159.492333333333,"C",TRUE,TRUE,"N",8.8,6,2
"335",335,1706,"*",2017-07-30 13:42:04,19.3761666666667,-159.486833333333,"C",TRUE,TRUE,"N",8.8,6,2
"336",336,1706,"V",2017-07-30 13:42:53,19.376,-159.484666666667,"C",TRUE,TRUE,"N",8.8,6,2
"337",337,1706,"*",2017-07-30 13:44:04,19.3758333333333,-159.4815,"C",TRUE,TRUE,"N",8.8,6,2
"338",338,1706,"*",2017-07-30 13:46:04,19.3756666666667,-159.476,"C",TRUE,TRUE,"N",8.8,6,2
"339",339,1706,"*",2017-07-30 13:48:04,19.3755,-159.4705,"C",TRUE,TRUE,"N",8.8,6,2
"340",340,1706,"*",2017-07-30 13:50:04,19.3753333333333,-159.465,"C",TRUE,TRUE,"N",8.8,6,2
"341",341,1706,"*",2017-07-30 13:52:04,19.3753333333333,-159.4595,"C",TRUE,TRUE,"N",8.8,6,2
"342",342,1706,"*",2017-07-30 13:54:04,19.3753333333333,-159.453666666667,"C",TRUE,TRUE,"N",8.8,6,2
"343",343,1706,"W",2017-07-30 13:55:31,19.3751666666667,-159.449333333333,"C",TRUE,TRUE,"N",8.8,6,2
"344",344,1706,"*",2017-07-30 13:56:05,19.3751666666667,-159.447666666667,"C",TRUE,TRUE,"N",8.8,6,2
"345",345,1706,"*",2017-07-30 13:58:05,19.3751666666667,-159.441666666667,"C",TRUE,TRUE,"N",8.8,6,2
"346",346,1706,"*",2017-07-30 14:00:05,19.375,-159.435833333333,"C",TRUE,TRUE,"N",8.8,6,2
"347",347,1706,"P",2017-07-30 14:00:14,19.375,-159.435333333333,"C",TRUE,TRUE,"N",8.8,6,2
"348",348,1706,"V",2017-07-30 14:00:14,19.375,-159.435333333333,"C",TRUE,TRUE,"N",8.8,6,2
"349",349,1706,"N",2017-07-30 14:00:14,19.375,-159.435333333333,"C",TRUE,TRUE,"N",10.2,6,2
"350",350,1706,"W",2017-07-30 14:00:14,19.375,-159.435333333333,"C",TRUE,TRUE,"N",10.2,6,2
"351",351,1706,"*",2017-07-30 14:02:05,19.3748333333333,-159.429833333333,"C",TRUE,TRUE,"N",10.2,6,2
"352",352,1706,"*",2017-07-30 14:04:05,19.3748333333333,-159.423833333333,"C",TRUE,TRUE,"N",10.2,6,2
"353",353,1706,"*",2017-07-30 14:06:05,19.3746666666667,-159.418,"C",TRUE,TRUE,"N",10.2,6,2
"354",354,1706,"*",2017-07-30 14:08:05,19.3745,-159.412166666667,"C",TRUE,TRUE,"N",10.2,6,2
"355",355,1706,"*",2017-07-30 14:10:05,19.3745,-159.406166666667,"C",TRUE,TRUE,"N",10.2,6,2
"356",356,1706,"*",2017-07-30 14:12:05,19.3741666666667,-159.400333333333,"C",TRUE,TRUE,"N",10.2,6,2
"357",357,1706,"*",2017-07-30 14:14:05,19.374,-159.3945,"C",TRUE,TRUE,"N",10.2,6,2
"358",358,1706,"*",2017-07-30 14:16:05,19.3738333333333,-159.3885,"C",TRUE,TRUE,"N",10.2,6,2
"359",359,1706,"*",2017-07-30 14:18:05,19.3736666666667,-159.382666666667,"C",TRUE,TRUE,"N",10.2,6,2
"360",360,1706,"*",2017-07-30 14:20:05,19.3735,-159.376833333333,"C",TRUE,TRUE,"N",10.2,6,2
"361",361,1706,"*",2017-07-30 14:22:05,19.3731666666667,-159.370833333333,"C",TRUE,TRUE,"N",10.2,6,2
"362",362,1706,"*",2017-07-30 14:24:05,19.3731666666667,-159.364833333333,"C",TRUE,TRUE,"N",10.2,6,2
"363",363,1706,"*",2017-07-30 14:26:05,19.3728333333333,-159.359,"C",TRUE,TRUE,"N",10.2,6,2
"364",364,1706,"*",2017-07-30 14:28:05,19.3726666666667,-159.3535,"C",TRUE,TRUE,"N",10.2,6,2
"365",365,1706,"*",2017-07-30 14:30:05,19.3725,-159.3475,"C",TRUE,TRUE,"N",10.2,6,2
